ChildlessnessPercent,CCF,HFDCountry,DHSIndianDistrict
.0333333350718021,2.008333444595337,0,1
.0243902429938316,2,0,1
.030303031206131,2.434343338012695,0,1
.0576923079788685,2.365384578704834,0,1
.0454545468091965,2.327272653579712,0,1
.0260869562625885,2.321739196777344,0,1
.063157893717289,2.021052598953247,0,1
.0454545468091965,1.981818199157715,0,1
.0882352963089943,2.382352828979492,0,1
.1030927821993828,2.917525768280029,0,1
.104347825050354,2.852173805236816,0,1
.1382978707551956,2.5,0,1
.0454545468091965,2.534090995788574,0,1
.0947368443012238,2.526315689086914,0,1
.0652173906564713,2.77173924446106,0,1
.0686274543404579,2.627450942993164,0,1
.0823529437184334,3,0,1
.0229885056614876,3.620689630508423,0,1
.1145833358168602,3.114583253860474,0,1
.0666666701436043,3.180952310562134,0,1
.0238095242530107,2.952380895614624,0,1
.0543478243052959,3.01086950302124,0,1
.0458715595304966,2.486238479614258,0,1
.0285714287310839,2.809523820877075,0,1
.0361445769667625,2.927710771560669,0,1
.0272727273404598,3.14545464515686,0,1
.0683760717511177,2.641025543212891,0,1
.0347826071083546,2.417391300201416,0,1
.0353982299566269,2.495575189590454,0,1
.0707964599132538,2.486725568771362,0,1
.0420168079435825,3.008403301239014,0,1
.0813953503966331,3.220930337905884,0,1
.0186915881931782,3.308411121368408,0,1
.0172413792461157,3.689655065536499,0,1
.0202020201832056,3.292929410934448,0,1
.03125,3,0,1
.0102040814235806,2.989795923233032,0,1
0,3.471698045730591,0,1
.0147058824077249,2.735294103622437,0,1
.0229885056614876,3.229885101318359,0,1
.0416666679084301,3.458333253860474,0,1
.0288461539894342,3.182692289352417,0,1
.0399999991059303,3.400000095367432,0,1
0,3.305084705352783,0,1
0,3.645161390304565,0,1
.0438596494495869,3.175438642501831,0,1
.0277777779847383,2.583333253860474,0,1
.0458715595304966,2.495412826538086,0,1
0,2.905982971191406,0,1
.0454545468091965,2.790909051895142,0,1
.0099999997764826,2.700000047683716,0,1
.0256410259753466,2.794871807098389,0,1
.0247933883219957,2.42148756980896,0,1
.0155038759112358,2.844961166381836,0,1
.0320000015199184,3.296000003814697,0,1
.0117647061124444,2.835294008255005,0,1
.0439560450613499,3.483516454696655,0,1
.0294117648154497,2.529411792755127,0,1
.0204081628471613,3.275510311126709,0,1
0,3.686274528503418,0,1
.0198019798845053,2.722772359848022,0,1
0,3.172727346420288,0,1
.0333333350718021,2.911111116409302,0,1
.028985507786274,3.014492750167847,0,1
.0869565233588219,2.52173924446106,0,1
.0263157896697521,2.798245668411255,0,1
.0326086953282356,3.4347825050354,0,1
.0465116277337074,2.759689807891846,0,1
.0707070678472519,2.494949579238892,0,1
.0430107526481152,2.677419424057007,0,1
.0520833320915699,2.447916746139526,0,1
.0222222227603197,3.633333444595337,0,1
0,3.268817186355591,0,1
.0487804859876633,3.060975551605225,0,1
.0404040403664112,2.757575750350952,0,1
.016806723549962,3.621848821640015,0,1
.0281690135598183,3.521126747131348,0,1
.0181818176060915,3.872727155685425,0,1
.0096153849735856,3.855769157409668,0,1
.0350877195596695,3.070175409317017,0,1
.027522936463356,2.981651306152344,0,1
.1000000014901161,2.809090852737427,0,1
.0285714287310839,3.295238018035889,0,1
.0299999993294477,2.799999952316284,0,1
.0101010100916028,2.747474670410156,0,1
.0399999991059303,2.400000095367432,0,1
.1018518507480621,2.222222328186035,0,1
.0206185560673475,2.639175176620483,0,1
.0370370373129845,2.493827104568481,0,1
.0077519379556179,3.620155096054077,0,1
.0344827584922314,2.646551609039307,0,1
.0714285746216774,2.581632614135742,0,1
.0540540553629398,2.972972869873047,0,1
.095238097012043,2,0,1
.084210529923439,2.136842012405396,0,1
.0595238097012043,2.36904764175415,0,1
.0891089141368866,2.168316841125488,0,1
.0777777805924416,2.666666746139526,0,1
.0235294122248888,2.376470565795898,0,1
.0408163256943226,2.448979616165161,0,1
.0357142873108387,2.651785612106323,0,1
0,2.712643623352051,0,1
.0652173906564713,2.32608699798584,0,1
.0252100843936205,2.453781604766846,0,1
.0180180184543133,2.441441535949707,0,1
0,2.660194158554077,0,1
.0648148134350777,2.148148059844971,0,1
.0277777779847383,2.037037134170532,0,1
.065040647983551,2.016260147094727,0,1
.0360360369086266,2.198198080062866,0,1
.0416666679084301,2.145833253860474,0,1
.032967034727335,2.230769157409668,0,1
.061224490404129,2.102040767669678,0,1
.0625,2.25,0,1
.0531914904713631,2.585106372833252,0,1
.0389610379934311,2.597402572631836,0,1
.0357142873108387,2.964285612106323,0,1
.0224719103425741,2.741573095321655,0,1
.0465116277337074,2.523255825042725,0,1
.0416666679084301,2.599999904632568,0,1
.0588235296308994,1.941176414489746,0,1
.064935065805912,1.818181872367859,0,1
.0535714291036129,2.366071462631226,0,1
