ccf,cebparous,r2,inplotlabel,panel,CCF,CEBParous,Panel
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9821429,3.9821429,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9636364,4.0370369,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.1862745,4.27,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1954024,3.3493977,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8521738,2.9818182,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7608695,3.8021977,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.1456308,4.2277226,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4722223,3.504673,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6315789,3.6964285,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2844036,3.4095237,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.78125,2.902174,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.195122,3.2479339,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7428572,2.8444445,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.537415,3.6111112,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3661971,3.3661971,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6972477,3.7314816,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6111112,3.7603307,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.5,3.6272728,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.5172415,3.5172415,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4957266,3.6194689,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.6972475,4.7407408,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.974359,4.1150441,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6966293,3.7386363,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2150538,3.3595505,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6507936,3.7096775,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4,4.0677967,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6930692,3.7676768,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8172042,3.901099,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7857144,3.8645833,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9489796,3.9896908,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2524271,3.3168316,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3225806,3.3225806,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2844036,3.3148148,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3928571,3.4545455,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3445377,3.3445377,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9736843,2.9736843,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3103449,3.3684211,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.5491803,3.6386554,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2148149,3.2878788,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1276596,3.1726618,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4307692,3.4573643,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2809918,3.4224138,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0992367,3.171875,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.5037036,3.5833333,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2985075,3.3740458,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4308944,3.4308944,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.1290321,4.173913,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.2795701,4.47191,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9277108,4.1265821,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8390806,3.8837209,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7972972,3.7972972,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.3333335,4.3333335,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.0689654,4.1403508,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.375,3.4137931,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.2631578,4.3200002,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.2592592,4.4230771,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9041095,4.130435,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.0338984,4.0338984,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.0862069,4.0862069,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.0649352,4.0649352,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9620254,4.0649352,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.675926,3.7452831,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.76,3.8762887,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6881721,3.6881721,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.75,3.8414633,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8876405,3.8876405,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8989899,3.9387755,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9222221,3.9222221,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.1358023,4.2405062,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7530863,4,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6153846,3.6555555,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.5769231,3.6710527,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8510637,3.9347825,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.108911,4.108911,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9549549,3.9549549,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3,3.0370371,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7821782,3.8199999,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.909091,3.9449542,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7520661,3.7520661,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8640776,3.9019608,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8737864,3.9117646,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9512196,4.0500002,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4,4,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7058823,3.75,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.9381444,3.9381444,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8118813,3.8499999,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0470588,2.2894738,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.8333334,2.0508475,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.7,1.9367088,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.8117647,2.0263157,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3464568,2.4628098,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1764705,2.3125,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4375,3.4684684,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.637255,2.8020833,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3454545,3.3454545,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3859649,2.6930692,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8244274,2.9365079,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6343284,2.7364342,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3106797,2.7045455,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5970149,2.7619047,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6125,2.7866666,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8101265,3.2647059,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2705882,2.474359,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2235293,3.6533334,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5588236,3.1071429,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2314816,2.5913978,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7857144,3,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6304348,3.9761906,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4675324,3.7083333,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1826923,3.4479167,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4366198,2.703125,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1923077,3.5698924,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2337663,3.557143,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0515463,3.2888889,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8118813,3.0869565,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1970804,2.4876032,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6967213,2.9375,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0629921,2.2782609,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.9669422,2.2884614,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4931507,3.984375,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.060241,3.2987013,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9456522,3.2261906,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.628866,2.9310346,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3235295,2.7558138,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3942308,2.8953488,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.408,2.7614679,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1881187,2.5999999,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9256198,3.0782609,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5555556,3,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3982301,2.5092592,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5433071,2.6260164,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,4.1388888,4.3398056,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8425198,3.2818182,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.481132,2.5288463,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7457628,2.8421052,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0428572,3.1791046,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8256881,2.9056604,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4315789,2.625,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5,2.5409837,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.217742,2.3504274,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2244897,2.4772727,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3135593,2.3947368,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3801653,2.5043478,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9791667,3.1428571,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0091743,3.3469388,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0918367,3.2234042,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3168316,2.4631579,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3913043,2.5,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.195122,2.3376622,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.6875,1.9058824,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1809523,2.2673268,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.141593,2.3269231,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5068493,2.7727273,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4333334,2.6071429,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0485437,2.2210526,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4205608,2.5643563,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3925233,2.4854369,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0958905,3.1388888,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.231405,2.25,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8297873,2.8913043,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6464646,2.7578948,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3563218,2.4404762,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0701754,2.1454546,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.9904761,2.1111112,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.726415,1.967742,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4017093,2.4224138,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7096775,2.8,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.9074074,2,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.7444445,1.8690476,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3299999,2.5053763,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2429907,2.3300972,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2,2.0612245,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6320755,3.737864,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7734375,3.8031497,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4461539,3.4461539,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4051723,3.4051723,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3207548,3.3207548,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4536083,3.5638299,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7037036,3.8961039,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4757283,3.6530612,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9516129,3.05,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7181818,2.7943926,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2980769,3.5,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5233645,2.5714285,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.609756,3.7,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.7735848,3.7735848,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.25,3.3255813,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.55,3.5949366,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9411764,2.9702971,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6634614,2.77,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7130435,3.0291262,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8518519,3.049505,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1964285,3.2545455,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0152671,3.1102362,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2886598,3.7093024,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4903846,2.7553191,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1730769,2.4565217,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1649485,2.2826087,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.9705882,2.3372092,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3867924,2.6082475,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3505154,2.590909,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8139534,2.9876542,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5,2.75,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2830188,2.3269231,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6565657,2.7113402,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4019608,2.45,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0083334,2.0775862,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2,2.05,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4343433,2.5104167,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3653846,2.5102041,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3272727,2.4380953,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3217392,2.3839285,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0210526,2.1573033,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.9818182,2.0761905,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3823528,2.6129031,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9175258,3.2528737,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8521738,3.1844661,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5,2.9012346,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.534091,2.6547618,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5263157,2.7906976,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7717392,2.9651163,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6274509,2.8210526,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3,3.2692308,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6206896,3.7058823,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1145833,3.517647,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1809523,3.4081633,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9523809,3.0243902,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0108695,3.183908,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4862385,2.6057692,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8095238,2.8921568,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9277108,3.0374999,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1454546,3.233645,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6410255,2.8348625,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4173913,2.5045044,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4955752,2.5871561,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4867256,2.6761904,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0084033,3.1403508,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2209303,3.5063291,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3084111,3.3714285,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6896551,3.7543859,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2929294,3.3608248,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3,3.0967741,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9897959,3.0206184,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.471698,3.471698,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7352941,2.7761195,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2298851,3.3058825,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4583333,3.6086957,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1826923,3.2772276,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4000001,3.5416667,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.3050847,3.3050847,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6451614,3.6451614,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1754386,3.321101,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5833333,2.6571429,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4954128,2.6153846,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.905983,2.905983,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7909091,2.9238095,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7,2.7272727,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7948718,2.8684211,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4214876,2.4830508,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8449612,2.8897638,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.296,3.4049587,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.835294,2.8690476,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4835165,3.6436782,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5294118,2.6060605,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2755103,3.34375,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6862745,3.6862745,B
