Figure Order,Figure 7
Figure Title,Period Rates Can Overstate Policy Impacts: Romanian Total Fertility Rate and Completed Cohort Fertility
Source,"TFR estimates are from the 2024 UN World Population Prospects (United Nations 2024). Completed cohort fertility estimates for Bulgaria are from the HFD, and for Romania are from Ghe__u (1997)."
Note,Figure displays the period total fertility rates and completed cohort fertility for Romania. Cohorts are plotted at their date of birth plus 30 years. Decree 770 was in force from 1966 to 1989.

ISO3Alphacode,CCFLowest,CCFLatest
POL,1.48,1.48
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
PRT,1.572,1.572
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
RUS,1.579,1.61
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVK,1.932,1.932
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SVN,1.6569999,1.686
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
SWE,1.9220001,1.9220001
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
TWN,1.432,1.432
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
UKR,1.596,1.596
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
USA,1.972,2.1760001
