ChildlessnessPercent,CCF,HFDCountry,DHSIndianDistrict,Title,Note,Source
0.037974682,2.443037986755371,0,1,,,
0.021505376,2.182795763015747,0,1,,,
0.064220183,2.165137529373169,0,1,,,
0.098039217,2.235294103622437,0,1,,,
0.088235296,1.980392098426819,0,1,,,
0.029702971,2.316831588745117,0,1,,,
0.033898305,2.474576234817505,0,1,,,
0.029999999,2.660000085830688,0,1,,,
0.013513514,2.202702760696411,0,1,,,
0.02020202,2.131313086,0,1,,,
0.030927835,2.597938060760498,0,1,,,
0.04040404,2.515151500701904,0,1,,,
0.041237112,2.072165012359619,0,1,,,
0.037383176,2.158878564834595,0,1,,,
0.030927835,2.505154609680176,0,1,,,
0.06666667,2.028571367263794,0,1,,,
0.038834952,1.825242757797241,0,1,,,
0.052631579,2.463157892227173,0,1,,,
0,2.244680881500244,0,1,,,
0.008928572,2.071428537368774,0,1,,,
0.038834952,2.524271726608276,0,1,,,
0.01923077,1.855769276618958,0,1,,,
0.03508772,3.903508663,0,1,,,
0.011627907,4.290697574615479,0,1,,,
0.012820513,3.089743614196777,0,1,,,
0.016393442,3.172131061553955,0,1,,,
0.032786883,3.532786846160889,0,1,,,
0.0390625,3.328125,0,1,,,
0.027027028,3.639639616012573,0,1,,,
0.064220183,4.119266033172607,0,1,,,
0.047169812,3.462264060974121,0,1,,,
0.026785715,3.589285612106323,0,1,,,
0.018181818,2.163636445999146,0,1,,,
0.018181818,2.099999904632568,0,1,,,
0.2046,1.6384,1,0,,,
,1.88125,1,0,,,
0.058,1.649,1,0,,,
,,1,0,,,
0.1898,1.8068,1,0,,,
,1.6486,1,0,,,
,,1,0,,,
.1216666666666667,1.756333333333333,1,0,,,
,,1,0,,,
0.1294,1.9426,1,0,,,
0.2444,1.3576,1,0,,,
0.1336,1.8648,1,0,,,
0.2042,1.8826,1,0,,,
,2.0492,1,0,,,
,1.9135,1,0,,,
,,1,0,,,
0.174,1.673,1,0,,,
0.16025,2.0345,1,0,,,
0.0938,2.2184,1,0,,,
,1.427,1,0,,,
.2767999999999999,1.4552,1,0,,,
,,1,0,,,
0.1375,1.756,1,0,,,
0.1648,1.7884,1,0,,,
0.1146,1.9998,1,0,,,
0.2166,1.5422,1,0,,,
0.0918,1.5856,1,0,,,
,,1,0,,,
,,1,0,,,
0.146,1.686,1,0,,,
0.1332,1.9412,1,0,,,
0.2106,1.4878,1,0,,,
,,1,0,,,
0.1098,2.2124,1,0,,,
