ChildlessnessPercent,CCF,HFDCountry,DHSIndianDistrict,Title,Note,Source
0.030927835,2.257731914520264,0,1,,,
0.04255319,2.404255390167236,0,1,,,
0.086956523,2.113043546676636,0,1,,,
0.059999999,2.119999885559082,0,1,,,
0.028846154,2.615384578704834,0,1,,,
0.053030305,2.727272748947144,0,1,,,
0.07692308,2.75,0,1,,,
0.045454547,2.909090995788574,0,1,,,
0.094117649,2.670588254928589,0,1,,,
0.056074765,2.411215067,0,1,,,
0.046875,2.59375,0,1,,,
0.110169493,2.144067764282227,0,1,,,
.1009174287319183,2.064220190048218,0,1,,,
0.075630255,2.336134433746338,0,1,,,
.1315789520740509,2.429824590682983,0,1,,,
0.116504855,2.116504907608032,0,1,,,
0.064516127,2.139785051345825,0,1,,,
0.060869563,2.017391204833984,0,1,,,
0.050000001,1.807142853736877,0,1,,,
0.052631579,1.912280678749084,0,1,,,
0.035714287,2.008928537368774,0,1,,,
0.06666667,1.746666669845581,0,1,,,
0.056338027,1.915493011474609,0,1,,,
0.049586777,1.975206613540649,0,1,,,
0.088495575,2.026548624038696,0,1,,,
0.028571429,2.076190472,0,1,,,
0.059405942,2.148514747619629,0,1,,,
0.088235296,2,0,1,,,
0.079646021,2.761061906814575,0,1,,,
0.048780486,3.146341562271118,0,1,,,
0.043478262,2.239130497,0,1,,,
0.047619049,2.166666746139526,0,1,,,
0.035294119,2.011764764785767,0,1,,,
0.065217391,2.097826004,0,1,,,
.1653543263673782,1.503937005996704,0,1,,,
.1639344245195389,1.655737758,0,1,,,
0.104938269,2.080246925354004,0,1,,,
0.085714288,2.171428680419922,0,1,,,
0.069767445,2.038759708404541,0,1,,,
0.051282052,2.273504257202148,0,1,,,
0.028037382,2.317756891,0,1,,,
0.021739131,2.695652246,0,1,,,
0.097087376,2.106796026229858,0,1,,,
0.055555556,1.911111116409302,0,1,,,
0.030612245,1.928571462631226,0,1,,,
0,2.139534950256348,0,1,,,
0.03809524,1.885714292526245,0,1,,,
0.013513514,1.810810804367065,0,1,,,
0.068965517,1.689655184745789,0,1,,,
0.010869565,1.891304374,0,1,,,
0.033333335,1.799999952316284,0,1,,,
0.04040404,2.060606002807617,0,1,,,
0.064935066,1.805194854736328,0,1,,,
0.033333335,2.088888883590698,0,1,,,
0.05050505,2.383838415145874,0,1,,,
0.049019609,2.372549057006836,0,1,,,
0.028301887,2.528301954269409,0,1,,,
0.053763442,2.193548440933228,0,1,,,
0.056818184,1.931818127632141,0,1,,,
0.0625,1.802083373069763,0,1,,,
0,2.140187025,0,1,,,
0.068376072,2.102564096450806,0,1,,,
0.06122449,1.938775539398193,0,1,,,
0.040816326,2.122448921203613,0,1,,,
0,2.376623392105103,0,1,,,
0.064102568,2.192307710647583,0,1,,,
0.01010101,2.121212005615234,0,1,,,
0.086021505,2.086021423339844,0,1,,,
0.019607844,2.186274528503418,0,1,,,
0.049504951,2.099009990692139,0,1,,,
0.057142857,2.342857122421265,0,1,,,
0.03773585,2.047169923782349,0,1,,,
0.056000002,1.960000038146973,0,1,,,
0.039999999,2.259999990463257,0,1,,,
0.060606062,2,0,1,,,
0.032520324,2.146341562271118,0,1,,,
0.03508772,2.298245668411255,0,1,,,
0.056074765,2.056074857711792,0,1,,,
0.045977011,1.816091895103455,0,1,,,
0.0661157,2.495867729187012,0,1,,,
0.028571429,2.209523916244507,0,1,,,
0.06849315,1.794520497322083,0,1,,,
0.022222223,2,0,1,,,
0.009009009,2.171171188354492,0,1,,,
0.048076924,1.961538434028625,0,1,,,
0.047244094,1.897637844085693,0,1,,,
0.02586207,2.008620738983154,0,1,,,
.2212389409542084,1.920354008674622,0,1,,,
