CCF,CEBParous,r2,inplotlabel,Panel,Title,Note,Source
1.455,2.0013754,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.4450001,1.9958564,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.443,1.9958506,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.438,1.9944521,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.432,1.9972106,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.439,2.0041783,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.455,2.0096686,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.471,2.0178328,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.479,2.0315933,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.95,2.0656779,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.954,2.0611815,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.993,2.0399182,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.949,2.0010266,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.929,1.9804928,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.911,1.9782609,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.824,1.9956236,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.755,2.0242214,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7359999,2.0304093,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.722,2.0330579,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.734,2.0448112,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7309999,2.0388691,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7309999,2.026932,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7539999,2.0045714,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.767,2.0034013,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.742,1.986317,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.728,1.9884925,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.698,1.9952997,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.699,2.0082743,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.726,2.0023203,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7410001,2.0244186,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.771,2.0473988,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4990001,2.8301246,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4319999,2.7604995,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4070001,2.6804008,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.3169999,2.6359499,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.267,2.5644796,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.214,2.5130534,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.184,2.4266667,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1240001,2.3892014,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0810001,2.3199553,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0469999,2.2871509,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.997,2.2616081,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.947,2.204983,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.919,2.2006881,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.9170001,2.1983945,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.89,2.195122,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.9,2.2248244,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.875,2.2136953,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.875,2.2294886,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.869,2.232975,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.876,2.2467065,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.868,2.2533174,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.874,2.2578313,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.8710001,2.2596619,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.867,2.2685297,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.853,2.2515187,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.863,2.25,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.83,2.2317073,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.831,2.2247875,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.809,2.2060976,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.794,2.1931541,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.785,2.1794872,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.777,2.1723716,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7690001,2.1599512,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.768,2.1456311,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.756,2.131068,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.758,2.1334951,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.753,2.130012,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.765,2.1342201,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.768,2.1352656,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.778,2.1370192,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7819999,2.1418269,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7819999,2.1392558,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.8,2.1479714,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.786,2.1363637,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.7920001,2.1409798,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.062,2.3142536,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0409999,2.3036118,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0480001,2.3219955,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0510001,2.3253968,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0539999,2.3287983,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.062,2.3485193,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0699999,2.3603194,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0799999,2.3636363,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.092,2.3772728,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0880001,2.3754265,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.092,2.3799772,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0840001,2.3735764,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0810001,2.3701594,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0739999,2.3514738,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.075,2.3419864,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0710001,2.3374717,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.079,2.3307176,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0669999,2.330327,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.062,2.3194602,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0469999,2.3025873,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.043,2.2903588,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.04,2.2818792,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0239999,2.2767155,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.02,2.2799096,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0190001,2.2787809,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0109999,2.2570145,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.982,2.2471654,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.967,2.2301588,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.181,2.4341519,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.197,2.446548,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2030001,2.4369469,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2119999,2.4388092,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1700001,2.4300113,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.145,2.4209933,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.109,2.4130435,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.072,2.3981481,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.05,2.3672056,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.03,2.344111,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0009999,2.3213458,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.967,2.2872093,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.916,2.2488263,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.891,2.2116959,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.818,2.169451,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.768,2.13269,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.709,2.0917993,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.6720001,2.0591133,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.641,2.023428,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.599,1.9937656,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.573,1.9736512,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.544,1.966879,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.515,1.9548388,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.48,1.9525065,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4949999,2.5227501,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.405,2.4540815,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.3499999,2.3930755,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.256,2.3162217,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.204,2.2886813,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1289999,2.2529101,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0929999,2.2171609,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0699999,2.2068231,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0550001,2.2002141,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0350001,2.1788008,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.027,2.1427062,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.039,2.0998969,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.033,2.0958762,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.989,2.063278,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.989,2.0462964,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.947,2.0239086,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.909,1.9906152,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.8839999,1.9873418,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.897,1.9576883,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.849,1.9361256,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.839,1.9136317,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.8380001,1.8968009,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.819,1.8675565,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.803,1.8568486,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.757,1.8397906,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.725,1.8253968,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.692,1.8076923,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.665,1.7826552,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.656,1.7825619,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.636,1.7648327,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.598,1.7618523,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.596,1.7480832,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.591,1.7407002,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.592,1.7494506,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.577,1.7464008,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.572,1.7447281,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.8150001,1.9728261,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.781,1.937976,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.836,1.9346681,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.766,1.9470782,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.784,1.9497268,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.89,1.9626168,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.854,1.9807693,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.8890001,2.0010593,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.876,2.0150375,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.862,2.0239131,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.887,2.0203426,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.854,2.0284464,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.845,2.0230262,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.874,2.0107296,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.863,1.9903846,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.86,1.9703389,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.849,1.9483668,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.801,1.9282656,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.753,1.9075081,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.724,1.8800436,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.698,1.8537118,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.6799999,1.826087,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.66,1.8023887,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.638,1.7823721,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.631,1.767064,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.619,1.7502702,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.603,1.7367281,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.596,1.7461706,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.579,1.7583519,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.589,1.775419,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.61,1.796875,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.7079999,2.9889624,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.668,2.967742,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.6689999,2.9361937,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.638,2.9084895,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.608,2.8596492,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.5409999,2.8015435,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4849999,2.7580466,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4519999,2.7335563,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.457,2.7149172,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.4219999,2.6881244,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.3570001,2.6693091,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.3759999,2.6312292,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.378,2.6160617,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.3559999,2.6033149,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.3280001,2.5809312,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.303,2.5503876,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.28,2.5361512,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2750001,2.5193799,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2409999,2.501116,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2320001,2.4855235,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2260001,2.4596684,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.214,2.46,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.207,2.446785,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1930001,2.4312639,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.184,2.4239733,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.174,2.4075305,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1689999,2.4046564,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1459999,2.3686535,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.115,2.3421926,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0840001,2.3207128,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0450001,2.2951739,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.036,2.2748604,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0190001,2.2659934,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.9960001,2.2553673,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.961,2.2133183,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.932,2.1830509,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.74,1.9463087,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.732,1.9395297,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.721,1.9623717,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.701,1.9462242,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.693,1.9640372,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.682,1.949015,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.6569999,1.9517078,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.686,1.9742389,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0350001,2.3337157,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0420001,2.3471265,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.053,2.3597701,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0569999,2.3643677,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0480001,2.3648961,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0580001,2.3764434,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.03,2.3549883,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.036,2.3592122,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
