CCF,CEBParous,r2,inplotlabel,Panel,Title,Note,Source
2.4173913,2.5045044,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4955752,2.5871561,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4867256,2.6761904,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0084033,3.1403508,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2209303,3.5063291,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3084111,3.3714285,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6896551,3.7543859,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2929294,3.3608248,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3,3.0967741,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9897959,3.0206184,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.471698,3.471698,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7352941,2.7761195,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2298851,3.3058825,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4583333,3.6086957,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1826923,3.2772276,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4000001,3.5416667,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3050847,3.3050847,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6451614,3.6451614,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1754386,3.321101,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5833333,2.6571429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4954128,2.6153846,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.905983,2.905983,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7909091,2.9238095,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7,2.7272727,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7948718,2.8684211,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4214876,2.4830508,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8449612,2.8897638,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.296,3.4049587,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.835294,2.8690476,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4835165,3.6436782,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5294118,2.6060605,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2755103,3.34375,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6862745,3.6862745,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7227724,2.7777777,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1727273,3.1727273,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9111111,3.0114942,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0144928,3.1044776,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5217392,2.7619047,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7982457,2.8738739,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4347825,3.5505619,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7596898,2.894309,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4949496,2.6847825,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6774194,2.7977529,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4479167,2.5824175,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6333334,3.715909,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2688172,3.2688172,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0609756,3.2179487,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7575758,2.8736842,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6218488,3.6837606,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5211267,3.6231885,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8727272,3.9444444,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8557692,3.893204,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0701754,3.1818182,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9816513,3.0660377,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8090909,3.121212,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.295238,3.3921568,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8,2.8865979,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7474747,2.7755103,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4000001,2.5,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2222223,2.4742267,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6391752,2.694737,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4938271,2.5897436,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6201551,3.6484375,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6465516,2.7410715,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5816326,2.7802198,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9729729,3.1428571,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2,2.2105262,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.136842,2.3333333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3690476,2.5189874,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1683168,2.3804348,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6666667,2.8915663,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3764706,2.4337349,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4489796,2.5531914,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6517856,2.75,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7126436,2.7126436,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.326087,2.4883721,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4537816,2.5172415,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4414415,2.4862385,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6601942,2.6601942,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1481481,2.2970297,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0370371,2.0952382,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0162601,2.1565218,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1981981,2.2803738,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1458333,2.2391305,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2307692,2.3068182,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1020408,2.2391305,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.25,2.4000001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5851064,2.7303371,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5974026,2.7027028,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9642856,3.074074,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7415731,2.8045976,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5232558,2.6463416,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5999999,2.7130435,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9411764,2.0625,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8181819,1.9444444,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3660715,2.5,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0666666,2.1274509,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2846153,2.3759999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.609756,2.675,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8988764,2.8988764,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5882354,2.6190476,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8199999,2.8484848,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4000001,2.4210527,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1441441,2.3333333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.7472527,2.0921052,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1304348,2.1491227,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9196428,2.0873787,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.060606,2.1473684,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1764705,2.2289157,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9633027,2.0776699,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.125,2.1494253,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1612904,2.2584269,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0476191,2.1500001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0625,2.1758242,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2297297,2.3239436,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0892856,2.1467891,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2577319,2.3297873,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4042554,2.511111,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1130435,2.3142858,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1199999,2.2553191,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6153846,2.6930692,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7272727,2.8800001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.75,2.9791667,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.909091,3.0476191,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6705883,2.9480519,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4112151,2.5544555,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.59375,2.7213116,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1440678,2.4095237,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0642202,2.2959185,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3361344,2.5272727,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4298246,2.7979798,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1165049,2.3956044,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1397851,2.2873564,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0173912,2.1481481,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8071429,1.9022557,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9122807,2.0185184,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0089285,2.0833333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.7466667,1.8714286,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.915493,2.0298507,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9752066,2.0782609,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0265486,2.2233009,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0761905,2.137255,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1485147,2.2842104,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2,2.1935484,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7610619,3,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1463416,3.3076923,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2391305,2.340909,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1666667,2.2750001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0117648,2.0853658,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.097826,2.2441862,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.503937,1.8018868,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.6557378,1.9803921,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0802469,2.3241379,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1714287,2.375,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0387597,2.1916666,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2735043,2.3963964,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3177569,2.3846154,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6956522,2.7555556,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.106796,2.3333333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9111111,2.0235295,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9285715,1.9894737,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.139535,2.139535,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8857143,1.9603961,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8108108,1.8356165,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.6896552,1.8148148,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8913044,1.9120879,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8,1.862069,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.060606,2.1473684,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8051949,1.9305556,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0888889,2.1609194,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3838384,2.5106382,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3725491,2.4948454,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.528302,2.6019418,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1935484,2.3181818,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9318181,2.0481927,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8020834,1.9222223,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.140187,2.140187,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1025641,2.2568808,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9387755,2.0652175,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1224489,2.2127659,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3766234,2.3766234,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1923077,2.3424656,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.121212,2.1428571,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0860214,2.2823529,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1862745,2.23,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.09901,2.2083333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3428571,2.4848485,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0471699,2.1274509,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.96,2.0762713,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.26,2.3541667,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2,2.1290324,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1463416,2.2184875,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2982457,2.3818183,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0560749,2.1782179,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8160919,1.9036144,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4958677,2.6725664,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2095239,2.2745099,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.7945205,1.9264706,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2,2.0454545,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1711712,2.1909091,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9615384,2.060606,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8976378,1.9917356,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0086207,2.0619469,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.920354,2.465909,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9894737,2.032258,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8173077,1.89,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3333333,2.5294118,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6716418,2.796875,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1754386,3.2321429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1626017,3.1885245,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3333333,3.364486,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2540984,3.3644068,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8916667,3.0707965,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6724138,2.7927928,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6565657,2.7395833,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5688074,2.8282828,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3879311,2.6634614,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0784314,3.1717172,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7804878,2.8499999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.057143,2.2040815,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6605504,2.9000001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5811965,2.6491227,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.875,2.9541285,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.078125,2.1983471,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7249999,2.8189654,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.46789,3.5,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8956521,3.0833333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3362069,2.4636364,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9767442,3.1219511,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1794872,3.2207792,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7254901,3.054945,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0693069,3.1313131,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9101124,3.120482,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5405405,2.8484848,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2428572,2.4153845,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5277777,2.6764705,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0707965,3.2735848,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6068375,3.6695652,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7985611,2.9029851,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9837399,3.1913044,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.010989,3.1494253,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0761905,3.23,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.48,2.6105263,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5441177,2.6615384,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5858586,2.6666667,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.988764,3.0227273,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0088496,3.090909,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.425926,2.4485981,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6439395,2.7480314,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4661016,2.5752213,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.515873,2.6198347,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0645161,2.1333334,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5948277,2.6875,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3333333,2.4778762,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9051723,3.0089285,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7916667,2.8817205,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0444446,3.0444446,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8907564,3.0175438,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7750001,2.9210527,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.559633,2.7623763,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
